user_id,,user_id,news_id,prop
900,8,900,8,0.6027177572250366
2400,433,2400,433,0.6139027059078217
2400,432,2400,432,0.6032149612903595
2700,32,2700,32,0.603449958562851
3600,247,3600,247,0.5935425341129303
4200,159,4200,159,0.6073177754878998
4200,160,4200,160,0.6018131315708161
4200,161,4200,161,0.5944262623786927
4200,158,4200,158,0.5941587388515472
4200,157,4200,157,0.5932378113269806
6600,191,6600,191,0.5985594928264618
6600,187,6600,187,0.5947391927242279
6600,188,6600,188,0.5911752045154571
6600,189,6600,189,0.5908588588237762
6600,190,6600,190,0.5899512529373169
6900,109,6900,109,0.5949866056442261
7500,386,7500,386,0.6069700539112091
7500,387,7500,387,0.6065496385097504
7500,390,7500,390,0.5938788414001465
7500,389,7500,389,0.5935970187187195
7500,388,7500,388,0.5926218509674073
7500,391,7500,391,0.5923282206058502
7800,170,7800,170,0.6168966650962829
7800,168,7800,168,0.6030513882637024
7800,169,7800,169,0.6030513882637024
7800,172,7800,172,0.5941986382007599
7800,171,7800,171,0.5939383327960968
7800,173,7800,173,0.5931362271308899
7800,167,7800,167,0.592610365152359
8400,140,8400,140,0.5916298687458038
11100,395,11100,395,0.5971188366413116
12000,151,12000,151,0.5996401607990265
12000,152,12000,152,0.590769749879837
12000,149,12000,149,0.5907665848731994
12000,150,12000,150,0.5906714916229248
12900,80,12900,80,0.591955018043518
12900,81,12900,81,0.59078049659729
13200,453,13200,453,0.6031755387783051
13200,454,13200,454,0.5973560452461243
13200,455,13200,455,0.5971705436706543
13200,452,13200,452,0.5951139688491821
14100,398,14100,398,0.6022686541080475
14100,399,14100,399,0.5932101666927337
14100,397,14100,397,0.5927533566951751
16200,393,16200,393,0.592634916305542
16200,394,16200,394,0.592596584558487
16800,142,16800,142,0.6130618214607239
16800,143,16800,143,0.5946832418441772
17100,268,17100,268,0.6316599309444427
17100,270,17100,270,0.628864997625351
17100,269,17100,269,0.6283186316490174
17100,263,17100,263,0.628218549489975
17100,262,17100,262,0.624194884300232
17100,265,17100,265,0.623585718870163
17100,273,17100,273,0.6155109107494354
17100,272,17100,272,0.6129630208015442
17100,271,17100,271,0.6010616064071655
17100,261,17100,261,0.6010218918323517
17100,266,17100,266,0.6008370876312256
17100,259,17100,259,0.5985089778900147
17100,260,17100,260,0.5985089778900147
17100,267,17100,267,0.598143857717514
17100,264,17100,264,0.5980832040309906
18600,421,18600,421,0.5953674256801605
18600,423,18600,423,0.5945680201053619
18600,426,18600,426,0.5933408856391906
18600,417,18600,417,0.5927797734737397
18600,424,18600,424,0.5923507809638977
18600,427,18600,427,0.5922072291374206
18600,425,18600,425,0.5914758026599884
18600,420,18600,420,0.5913902163505554
18600,422,18600,422,0.5913606524467468
18600,419,18600,419,0.5912665903568268
18600,418,18600,418,0.5910555422306061
19800,0,19800,0,0.5920152366161346
20100,279,20100,279,0.5927515208721161
20100,280,20100,280,0.5925343632698059
20100,275,20100,275,0.5920366227626801
20100,277,20100,277,0.5920109927654267
20100,276,20100,276,0.5915826916694641
20100,278,20100,278,0.5915404498577118
20400,361,20400,361,0.6015534639358521
21300,134,21300,134,0.5947846829891205
21300,135,21300,135,0.59383425116539
21900,102,21900,102,0.6082922220230103
21900,100,21900,100,0.6057758510112763
21900,103,21900,103,0.5930186867713928
21900,101,21900,101,0.5921638786792756
21900,104,21900,104,0.5919926524162292
23100,245,23100,245,0.6008866131305695
23100,246,23100,246,0.5939106166362762
25800,345,25800,345,0.5930757820606232
25800,344,25800,344,0.5920048177242279
27000,12,27000,12,0.593403297662735
28500,274,28500,274,0.5906287550926208
29100,74,29100,74,0.5989621758460999
29100,68,29100,68,0.5984750390052795
29100,73,29100,73,0.5943793773651123
29100,67,29100,67,0.5926634073257446
29100,60,29100,60,0.5926556050777435
29100,61,29100,61,0.5919576525688172
29100,66,29100,66,0.5917674958705902
29100,64,29100,64,0.5916057467460633
29100,72,29100,72,0.5913574039936066
29100,69,29100,69,0.5913226962089538
29100,59,29100,59,0.5913210988044739
29100,65,29100,65,0.5912442624568939
29100,62,29100,62,0.5912241578102112
29100,70,29100,70,0.5910739779472352
29100,71,29100,71,0.5910730540752411
29100,63,29100,63,0.5904579579830169
30300,231,30300,231,0.6019391179084778
30300,230,30300,230,0.5984881222248077
31800,58,31800,58,0.5900783956050872
32700,413,32700,413,0.6019016802310944
32700,414,32700,414,0.5991761803627014
32700,415,32700,415,0.5975032091140747
32700,416,32700,416,0.5970737755298614
32700,408,32700,408,0.5964772403240204
32700,409,32700,409,0.595952832698822
32700,411,32700,411,0.5957969903945923
32700,412,32700,412,0.5956123530864715
32700,410,32700,410,0.5955809772014617
33300,253,33300,253,0.6054749906063079
33600,200,33600,200,0.593445086479187
36000,14,36000,14,0.5944617629051209
36000,13,36000,13,0.5930353105068207
36600,396,36600,396,0.5958772838115692
36900,220,36900,220,0.5933809757232666
36900,222,36900,222,0.5922222852706909
36900,221,36900,221,0.5909770429134369
38100,449,38100,449,0.593273401260376
38100,450,38100,450,0.5928153336048126
38700,459,38700,459,0.605233120918274
38700,458,38700,458,0.5971367657184601
38700,460,38700,460,0.5970272123813629
41100,49,41100,49,0.6061527252197265
41100,50,41100,50,0.6037318468093872
41100,48,41100,48,0.5988959014415741
41100,46,41100,46,0.5970282316207886
41100,51,41100,51,0.5931314527988434
41100,47,41100,47,0.5920282781124115
41400,118,41400,118,0.6127357423305512
41400,116,41400,116,0.6021208167076111
41400,117,41400,117,0.5987250745296478
43200,7,43200,7,0.5954905569553375
43500,320,43500,320,0.6179207682609558
43500,313,43500,313,0.6131204009056092
43500,316,43500,316,0.5992972612380981
43500,311,43500,311,0.597217321395874
43500,318,43500,318,0.5963884174823761
43500,319,43500,319,0.5946728587150574
43500,312,43500,312,0.5945245146751403
43500,317,43500,317,0.5943052053451539
43500,314,43500,314,0.5940285503864289
43500,321,43500,321,0.5939226150512695
43500,322,43500,322,0.5938298642635346
43500,315,43500,315,0.5937476456165314
44100,385,44100,385,0.5929980874061584
45300,257,45300,257,0.595337325334549
45300,256,45300,256,0.5953125953674316
45600,448,45600,448,0.6207285761833191
47400,124,47400,124,0.5938287615776062
48000,237,48000,237,0.5954216659069062
48900,296,48900,296,0.6233172714710236
48900,297,48900,297,0.6210215449333191
48900,303,48900,303,0.6205373167991638
48900,294,48900,294,0.5974355399608612
48900,291,48900,291,0.5969013154506684
48900,305,48900,305,0.5968924283981323
48900,302,48900,302,0.5958036184310913
48900,292,48900,292,0.5957674622535706
48900,298,48900,298,0.5957348704338074
48900,293,48900,293,0.5957277476787567
48900,295,48900,295,0.5954650998115539
48900,304,48900,304,0.5953729927539826
48900,308,48900,308,0.595120120048523
48900,310,48900,310,0.5950713753700256
48900,309,48900,309,0.5950238764286041
48900,306,48900,306,0.5950060784816742
48900,300,48900,300,0.5949786841869354
48900,299,48900,299,0.594802325963974
48900,301,48900,301,0.5946999847888946
48900,307,48900,307,0.5946611940860749
48900,290,48900,290,0.5946036279201508
49200,45,49200,45,0.5925716042518616
51600,407,51600,407,0.5952874600887299
51600,406,51600,406,0.5951848685741424
51900,129,51900,129,0.6165158808231354
51900,128,51900,128,0.603866183757782
51900,130,51900,130,0.5932788968086242
55500,329,55500,329,0.6137812554836273
55500,327,55500,327,0.6137546181678772
55500,334,55500,334,0.6020023703575135
55500,332,55500,332,0.5984774053096771
55500,337,55500,337,0.5958114981651306
55500,328,55500,328,0.5957857310771942
55500,331,55500,331,0.5945413887500763
55500,335,55500,335,0.5936501741409301
55500,336,55500,336,0.5934588432312011
55500,333,55500,333,0.5928328514099122
55500,338,55500,338,0.5928237676620484
55500,330,55500,330,0.5926992118358612
55800,175,55800,175,0.6008136212825775
55800,174,55800,174,0.5965287566184998
55800,176,55800,176,0.595184189081192
56100,17,56100,17,0.6030282795429229
56100,20,56100,20,0.5939640283584595
56100,19,56100,19,0.59176886677742
56100,18,56100,18,0.5913878858089447
56400,141,56400,141,0.599020367860794
56700,56,56700,56,0.5909901261329651
56700,55,56700,55,0.5906498968601227
59400,36,59400,36,0.6009679675102234
59400,35,59400,35,0.5912338197231293
60600,156,60600,156,0.5973351716995239
61200,229,61200,229,0.5925060391426087
61800,254,61800,254,0.5982574880123138
62400,54,62400,54,0.5916559040546417
63000,289,63000,289,0.5929480373859406
63600,132,63600,132,0.5950643479824066
63600,133,63600,133,0.5934195399284363
63600,131,63600,131,0.5932287752628327
63900,451,63900,451,0.5928783893585206
64500,184,64500,184,0.5960112929344177
64500,183,64500,183,0.5955329716205597
64500,181,64500,181,0.594974136352539
64500,182,64500,182,0.594817042350769
65100,219,65100,219,0.6004198729991913
65100,218,65100,218,0.5966533780097961
66300,366,66300,366,0.5907527685165406
68100,239,68100,239,0.6058244645595551
68100,240,68100,240,0.5909803628921508
68100,241,68100,241,0.5907079398632049
68100,238,68100,238,0.5905988454818726
72000,194,72000,194,0.6019244253635406
72300,138,72300,138,0.5931368112564087
72600,456,72600,456,0.5930993020534515
72600,457,72600,457,0.5919229805469512
72900,16,72900,16,0.595954829454422
72900,15,72900,15,0.5928598701953888
73800,226,73800,226,0.5987967014312744
73800,224,73800,224,0.5924132883548736
73800,223,73800,223,0.5921545028686523
73800,225,73800,225,0.5907315075397491
74100,284,74100,284,0.6100752055644989
74100,288,74100,288,0.6007407069206238
74100,281,74100,281,0.5968594789505005
74100,282,74100,282,0.5943658590316773
74100,283,74100,283,0.5935049772262573
74100,286,74100,286,0.5919130504131317
74100,285,74100,285,0.5917778611183167
74100,287,74100,287,0.5917659401893616
75000,228,75000,228,0.5927343964576721
75300,165,75300,165,0.596897280216217
75300,166,75300,166,0.5951841413974762
75300,164,75300,164,0.5946257591247559
76500,57,76500,57,0.624069333076477
77100,249,77100,249,0.6099572777748108
77100,250,77100,250,0.5920425653457642
77100,248,77100,248,0.5909220457077027
78300,120,78300,120,0.5951686382293702
78600,21,78600,21,0.590262371301651
78900,33,78900,33,0.5988635003566742
78900,34,78900,34,0.5953534483909607
79800,154,79800,154,0.631004810333252
79800,153,79800,153,0.5988726437091827
81300,185,81300,185,0.5986428201198578
81300,186,81300,186,0.5980068445205688
83400,162,83400,162,0.5913420677185058
83400,163,83400,163,0.5912964105606079
84300,234,84300,234,0.6019055664539337
84300,232,84300,232,0.5913134396076203
84300,233,84300,233,0.5911540746688843
84300,235,84300,235,0.5910634934902191
86100,382,86100,382,0.6229968070983887
86100,383,86100,383,0.6018192708492279
86100,384,86100,384,0.5946949660778046
86100,381,86100,381,0.594581025838852
87000,442,87000,442,0.5967961311340332
87000,435,87000,435,0.5961919069290161
87000,438,87000,438,0.5957817673683167
87000,443,87000,443,0.594875568151474
87000,436,87000,436,0.5948490083217621
87000,434,87000,434,0.5948327124118805
87000,440,87000,440,0.5922115266323089
87000,437,87000,437,0.5920782446861267
87000,439,87000,439,0.5918403685092926
87000,441,87000,441,0.5914439857006073
87300,461,87300,461,0.5910997986793518
88800,192,88800,192,0.5932135462760926
88800,193,88800,193,0.5930915176868439
89700,198,89700,198,0.6156172811985016
89700,199,89700,199,0.5976075053215026
89700,197,89700,197,0.5957034409046174
90000,216,90000,216,0.6160804212093354
90000,206,90000,206,0.6134153366088867
90000,215,90000,215,0.6132454812526703
90000,217,90000,217,0.6056321024894714
90000,201,90000,201,0.6053975284099579
90000,202,90000,202,0.6053260266780853
90000,203,90000,203,0.604984712600708
90000,210,90000,210,0.5956736862659454
90000,204,90000,204,0.5941371262073517
90000,207,90000,207,0.5938669919967652
90000,214,90000,214,0.5935659587383271
90000,205,90000,205,0.5928833067417145
90000,212,90000,212,0.5927976310253144
90000,213,90000,213,0.5927625358104706
90000,208,90000,208,0.5924159526824951
90000,211,90000,211,0.5924143314361572
90000,209,90000,209,0.5922922968864441
91800,98,91800,98,0.6130156874656677
91800,97,91800,97,0.6102489948272705
91800,96,91800,96,0.6076545476913452
91800,99,91800,99,0.6072889745235444
91800,94,91800,94,0.6071430325508118
91800,95,91800,95,0.6065579414367676
93300,404,93300,404,0.6070597231388092
93300,401,93300,401,0.5956526339054108
93300,402,93300,402,0.5936768591403961
93300,405,93300,405,0.5933456420898438
93300,403,93300,403,0.5932486355304718
93300,400,93300,400,0.5931102395057678
94200,251,94200,251,0.6013515174388886
96600,364,96600,364,0.5962050259113312
96600,365,96600,365,0.5960047900676727
98100,53,98100,53,0.5973425269126892
99300,363,99300,363,0.6026744842529297
99300,362,99300,362,0.5999518096446991
99600,155,99600,155,0.6024786233901978
102300,78,102300,78,0.6161642014980316
102300,79,102300,79,0.6159047484397888
102300,75,102300,75,0.5969660818576813
102300,77,102300,77,0.5947158873081207
102300,76,102300,76,0.593103963136673
102900,196,102900,196,0.591987532377243
102900,195,102900,195,0.591936981678009
103500,431,103500,431,0.6008695840835572
103500,430,103500,430,0.5918799877166748
103500,429,103500,429,0.5912540018558502
104100,343,104100,343,0.5969287753105164
104100,342,104100,342,0.5960995972156524
105600,137,105600,137,0.5911526560783387
105600,136,105600,136,0.59052215218544
106200,121,106200,121,0.6016668438911438
106200,122,106200,122,0.6014183700084687
106200,123,106200,123,0.5917201042175293
106500,23,106500,23,0.6191695809364319
106500,28,106500,28,0.6055677890777588
106500,25,106500,25,0.600942599773407
106500,27,106500,27,0.5970240771770478
106500,22,106500,22,0.5959457516670227
106500,26,106500,26,0.5949172794818878
106500,24,106500,24,0.5948315322399139
106500,31,106500,31,0.5946411788463593
106500,30,106500,30,0.5946183681488038
106500,29,106500,29,0.5945673406124115
106800,341,106800,341,0.5979953169822693
106800,340,106800,340,0.5949015855789185
109500,339,109500,339,0.6057257533073426
109800,444,109800,444,0.5930763006210327
109800,446,109800,446,0.5930763006210327
109800,445,109800,445,0.5919766962528229
110100,148,110100,148,0.5931233942508698
110100,147,110100,147,0.5914933741092682
111000,367,111000,367,0.5947204649448394
112800,4,112800,4,0.6219938158988952
112800,3,112800,3,0.6216123342514038
112800,1,112800,1,0.6188555419445038
112800,5,112800,5,0.6124650776386261
112800,6,112800,6,0.5961551308631897
112800,2,112800,2,0.5946148574352265
114600,139,114600,139,0.5906834483146668
114900,52,114900,52,0.5916687488555908
115500,258,115500,258,0.594076269865036
116100,37,116100,37,0.5916900038719177
116400,9,116400,9,0.5920400440692901
117000,326,117000,326,0.5948284447193146
117000,323,117000,323,0.5936507165431977
117000,325,117000,325,0.5936484158039093
117000,324,117000,324,0.5936215937137603
117900,255,117900,255,0.593033641576767
118500,242,118500,242,0.5933514058589935
118500,244,118500,244,0.5923974990844727
118500,243,118500,243,0.5899606049060822
119700,83,119700,83,0.6177601873874664
119700,86,119700,86,0.6123774290084839
119700,93,119700,93,0.6096924483776093
119700,91,119700,91,0.6051896393299103
119700,87,119700,87,0.600537770986557
119700,88,119700,88,0.596778392791748
119700,90,119700,90,0.5961150527000427
119700,92,119700,92,0.5942652940750122
119700,89,119700,89,0.5940482258796692
119700,85,119700,85,0.5937333226203918
119700,84,119700,84,0.5936863839626312
119700,82,119700,82,0.5936062872409821
120300,106,120300,106,0.6066345632076263
120300,105,120300,105,0.5991412997245789
120300,107,120300,107,0.5937538027763367
121500,227,121500,227,0.5932589292526245
123000,392,123000,392,0.5930178999900818
123900,146,123900,146,0.6086991488933563
123900,145,123900,145,0.5907355368137359
123900,144,123900,144,0.5905462622642517
124800,39,124800,39,0.6094331741333008
124800,42,124800,42,0.6014822244644165
124800,41,124800,41,0.5972566545009613
124800,44,124800,44,0.5941661059856415
124800,40,124800,40,0.5940342307090759
124800,38,124800,38,0.5934564232826233
124800,43,124800,43,0.5932445466518402
126300,108,126300,108,0.5911678314208985
126900,447,126900,447,0.5924395203590394
127200,354,127200,354,0.6164000272750855
127200,355,127200,355,0.6159032702445983
127200,346,127200,346,0.6037782609462738
127200,350,127200,350,0.5958980798721314
127200,348,127200,348,0.5955859184265136
127200,347,127200,347,0.5945141911506653
127200,360,127200,360,0.5940728843212127
127200,359,127200,359,0.5940240681171417
127200,351,127200,351,0.5939291536808013
127200,357,127200,357,0.5939052104949951
127200,353,127200,353,0.5938261091709137
127200,356,127200,356,0.593823778629303
127200,358,127200,358,0.5935749232769012
127200,352,127200,352,0.5934767901897431
127200,349,127200,349,0.593271404504776
128100,378,128100,378,0.6102932870388031
128100,377,128100,377,0.6032877326011657
128100,376,128100,376,0.6026406288146973
128100,375,128100,375,0.6019464671611786
128100,379,128100,379,0.5983628451824188
128100,369,128100,369,0.5931888401508332
128100,368,128100,368,0.5929370939731597
128100,371,128100,371,0.5928177654743194
128100,372,128100,372,0.592479008436203
128100,370,128100,370,0.592287015914917
128100,380,128100,380,0.5922412693500518
128100,374,128100,374,0.5920640647411346
128100,373,128100,373,0.5919283390045166
128400,428,128400,428,0.5922642350196838
128700,119,128700,119,0.5943330347537994
134400,178,134400,178,0.6184811949729919
134400,179,134400,179,0.5946704745292664
134400,180,134400,180,0.5945067405700684
134400,177,134400,177,0.5933513641357422
136500,11,136500,11,0.5923866331577301
136500,10,136500,10,0.5919477760791778
137100,252,137100,252,0.616287499666214
138000,125,138000,125,0.6138281106948853
138000,127,138000,127,0.6024714767932892
138000,126,138000,126,0.5986163020133972
139200,113,139200,113,0.5952992379665375
139200,111,139200,111,0.5946595191955566
139200,110,139200,110,0.5943464636802673
139200,112,139200,112,0.593240475654602
139200,115,139200,115,0.5932388961315155
139200,114,139200,114,0.5930102705955506
140400,236,140400,236,0.5968232214450836
